experiment,split_type,threshold,test_rows,retained_rows,rejected_rows,coverage_rate,abstention_rate,retained_accuracy,rejected_accuracy,retained_macro_f1,retained_errors,rejected_errors,all_errors,error_capture_rate,selective_risk,class_coverage_Allow,class_errors_Allow,class_coverage_Deny,class_errors_Deny,class_coverage_Drop,class_errors_Drop
random_without_application_context,random_train_cal_test,0.8,209716,209714,2,0.9999904632932156,9.536706784385451e-06,0.9999618528090638,0.5,0.9996790847935279,8,1,9,0.1111111111111111,3.814719093619967e-05,0.9999875713096111,4,1.0,3,1.0,1
random_without_application_context,random_train_cal_test,0.9,209716,209713,3,0.9999856949398234,1.4305060176633688e-05,0.9999666210487667,0.3333333333333333,0.9997404304618879,7,2,9,0.2222222222222222,3.337895123334267e-05,0.9999813569644167,3,1.0,3,1.0,1
random_without_application_context,random_train_cal_test,0.95,209716,209713,3,0.9999856949398234,1.4305060176633688e-05,0.9999666210487667,0.3333333333333333,0.9997404304618879,7,2,9,0.2222222222222222,3.337895123334267e-05,0.9999813569644167,3,1.0,3,1.0,1
random_without_application_context,random_train_cal_test,0.99,209716,209711,5,0.999976158233039,2.384176696101914e-05,0.9999713891975147,0.4,0.9997449989350605,6,3,9,0.3333333333333333,2.8610802485284914e-05,0.9999813569644167,3,0.999637943519189,3,0.9999782778694934,0
random_without_application_context,random_train_cal_test,0.999,209716,209697,19,0.9999094012855481,9.059871445193934e-05,0.9999761560728098,0.7894736842105263,0.9998059270701921,5,4,9,0.4444444444444444,2.384392719023687e-05,0.9999564995836389,3,0.996741491672701,2,0.9999348336084803,0
random_without_application_context,random_train_cal_test,0.9999,209716,209663,53,0.9997472772702131,0.0002527227297869361,0.9999856913236956,0.8867924528301887,0.9999285453270903,3,6,9,0.6666666666666666,1.4308676304364276e-05,0.9999129991672777,3,0.9873280231716147,0,0.9999131114779738,0
random_without_volume_duration,random_train_cal_test,0.5,209716,209716,0,1.0,0.0,0.9996900570295065,,0.9960420837277645,65,0,65,0.0,0.00030994297049347086,1.0,55,1.0,10,1.0,0
random_without_volume_duration,random_train_cal_test,0.7,209716,209552,164,0.9992179900436782,0.0007820099563218275,0.9997136748873788,0.9695121951219512,0.99634195695795,60,5,65,0.07692307692307693,0.00028632511262116633,0.9989932760784996,51,0.999275887038378,9,1.0,0
random_without_volume_duration,random_train_cal_test,0.8,209716,209540,176,0.9991607698029716,0.0008392301970283622,0.9997232032070249,0.9602272727272727,0.9964626372618338,58,7,65,0.1076923076923077,0.00027679679297509807,0.9989249182813607,50,0.998913830557567,8,1.0,0
random_without_volume_duration,random_train_cal_test,0.9,209716,209517,199,0.9990510976749509,0.0009489023250490725,0.9997327185860814,0.9547738693467337,0.9965821906260467,56,9,65,0.13846153846153847,0.0002672814139186297,0.9988006313774718,50,0.997827661115134,6,1.0,0
random_without_volume_duration,random_train_cal_test,0.95,209716,209475,241,0.9988508268324782,0.001149173167521833,0.9997613080319847,0.9377593360995851,0.9969418798814381,50,15,65,0.23076923076923078,0.00023869196801529213,0.9985582719148883,44,0.996741491672701,6,1.0,0
random_without_volume_duration,random_train_cal_test,0.99,209716,209282,434,0.9979305346277824,0.002069465372217638,0.9998327615370648,0.9308755760368663,0.9978350911424892,35,30,65,0.46153846153846156,0.00016723846293520417,0.9975204762674157,31,0.9873280231716147,4,1.0,0
random_without_volume_duration,random_train_cal_test,0.999,209716,208452,1264,0.9939728013122509,0.006027198687749147,0.9999184464529004,0.9620253164556962,0.9989196974881822,17,48,65,0.7384615384615385,8.155354709959983e-05,0.9927851452292472,16,0.9627081824764663,1,1.0,0
random_without_volume_duration,random_train_cal_test,0.9999,209716,206302,3414,0.9837208415190066,0.016279158480993372,0.9999660691607449,0.9830111306385472,0.9995357133362527,7,58,65,0.8923076923076924,3.393083925506968e-05,0.9801016666873812,7,0.9232440260680667,0,1.0,0
random_without_application_and_volume,random_train_cal_test,0.5,209716,209716,0,1.0,0.0,0.993929886131721,,0.9358882209826903,1273,0,1273,0.0,0.006070113868279048,1.0,1229,1.0,41,1.0,3
random_without_application_and_volume,random_train_cal_test,0.7,209716,208726,990,0.9952793301417154,0.004720669858284565,0.9967133945938694,0.4070707070707071,0.9621533313232319,686,587,1273,0.46111547525530244,0.0032866054061305716,0.9940155855777477,651,0.9909485879797248,34,0.9999565557389869,1
random_without_application_and_volume,random_train_cal_test,0.8,209716,208375,1341,0.993605638101051,0.006394361898949041,0.9975044991001799,0.43847874720357943,0.9705095221670866,520,753,1273,0.591516103692066,0.002495500899820091,0.9919462086279969,490,0.9844315713251267,29,0.9999565557389869,1
random_without_application_and_volume,random_train_cal_test,0.9,209716,207676,2040,0.9902725590798985,0.009727440920101471,0.9981365203490051,0.5656862745098039,0.9775132506800541,387,886,1273,0.6959937156323645,0.0018634796509948703,0.9877515256217453,366,0.9757422157856626,20,0.9999565557389869,1
random_without_application_and_volume,random_train_cal_test,0.95,209716,206875,2841,0.986453108012741,0.013546891987259002,0.9987963746223565,0.639563533966913,0.9851421790752033,249,1024,1273,0.8043990573448547,0.0012036253776435135,0.9830659093451323,237,0.9587255611875453,11,0.9999565557389869,1
random_without_application_and_volume,random_train_cal_test,0.99,209716,203715,6001,0.9713851112933681,0.02861488870663187,0.9994060329381734,0.8080319946675554,0.9924314594709746,121,1152,1273,0.9049489395129615,0.0005939670618265724,0.9642799438223194,115,0.9094858797972484,6,0.9999348336084803,0
random_without_application_and_volume,random_train_cal_test,0.999,209716,196802,12914,0.938421484293044,0.06157851570695605,0.999949187508257,0.9021991636983119,0.999337450280707,10,1263,1273,0.9921445404556166,5.081249174299085e-05,0.9256515740936377,8,0.6589427950760318,2,0.9998262229559475,0
random_without_application_and_volume,random_train_cal_test,0.9999,209716,187728,21988,0.8951534456121613,0.10484655438783874,0.9999786925764936,0.9422867018373658,0.9997950931994435,4,1269,1273,0.9968578161822467,2.130742350636705e-05,0.8698840403186716,4,0.6252715423606082,0,0.9996741680424016,0
random_transport_volume_only,random_train_cal_test,0.5,209716,209671,45,0.9997854240973507,0.00021457590264928328,0.9944627535519933,0.4666666666666667,0.9835213866657218,1161,24,1185,0.020253164556962026,0.005537246448006683,0.9998943561316944,995,0.999637943519189,21,0.9994135024763229,145
random_transport_volume_only,random_train_cal_test,0.7,209716,208829,887,0.9957704705411128,0.004229529458887216,0.9964133333971814,0.5084554678692221,0.9881564949735618,749,436,1185,0.3679324894514768,0.003586666602818589,0.9960041760399707,644,0.996017378711079,19,0.9949387435919715,86
random_transport_volume_only,random_train_cal_test,0.8,209716,208386,1330,0.9936580899883652,0.006341910011634755,0.9968615933891912,0.6007518796992481,0.9908617791737448,654,531,1185,0.4481012658227848,0.003138406610808775,0.9940777290296922,583,0.9920347574221579,15,0.9922886436701712,56
random_transport_volume_only,random_train_cal_test,0.9,209716,207783,1933,0.9907827728928646,0.00921722710713535,0.9975599543754783,0.6492498706673564,0.9932797470235859,507,678,1185,0.5721518987341773,0.002440045624521714,0.9925054996954971,460,0.9866039102099927,11,0.9850117299504736,36
random_transport_volume_only,random_train_cal_test,0.95,209716,206856,2860,0.9863625092982892,0.01363749070171083,0.9984095215995669,0.7006993006993008,0.9961431035621064,329,856,1185,0.7223628691983123,0.0015904784004331374,0.9906536248275519,311,0.9811730629978277,7,0.9716743418194457,11
random_transport_volume_only,random_train_cal_test,0.99,209716,203912,5804,0.9723244769116329,0.02767552308836707,0.9988818706108518,0.8351137146795313,0.9980164673770334,228,957,1185,0.8075949367088607,0.001118129389148237,0.9856013621844666,220,0.9514844315713251,6,0.927165696411504,2
random_transport_volume_only,random_train_cal_test,0.999,209716,186759,22957,0.890532911175113,0.10946708882488698,0.9998018837110929,0.949993466045215,0.9994811765017078,37,1148,1185,0.9687763713080169,0.00019811628890709088,0.9785232230079917,35,0.9141926140477915,2,0.5815448779216266,0
random_transport_volume_only,random_train_cal_test,0.9999,209716,159582,50134,0.7609433710351141,0.2390566289648859,0.9999874672582121,0.976403239318626,0.9997486806907258,2,1183,1185,0.9983122362869198,1.2532741787918411e-05,0.9674989746330429,1,0.8653149891383056,1,0.032670084281866366,0
random_only_application_context,random_train_cal_test,0.5,209716,209716,0,1.0,0.0,0.9886465505731561,,0.9418291168733122,2381,0,2381,0.0,0.011353449426843909,1.0,679,1.0,233,1.0,1469
random_only_application_context,random_train_cal_test,0.7,209716,198937,10779,0.948601918785405,0.05139808121459499,0.9954608745482239,0.8628815288987847,0.9491244827082115,903,1478,2381,0.6207475850482991,0.004539125451776149,0.9422003753464497,679,0.996741491672701,224,0.9680901902858632,0
random_only_application_context,random_train_cal_test,0.8,209716,153791,55925,0.7333298365408457,0.2666701634591543,0.9958775220916699,0.9687617344658024,0.962479516063718,634,1747,2381,0.7337253254934901,0.004122477908330091,0.6630084887955356,623,0.9174511223750905,11,0.9680901902858632,0
random_only_application_context,random_train_cal_test,0.9,209716,152359,57357,0.7265015544832059,0.27349844551679414,0.9959437906523408,0.9692626880764336,0.9626975669582002,618,1763,2381,0.7404451910961781,0.0040562093476591565,0.6542959768329211,610,0.9163649529326575,8,0.9675036927621861,0
random_only_application_context,random_train_cal_test,0.95,209716,151683,58033,0.7232781475900742,0.27672185240992575,0.9995780674169156,0.9600744404045973,0.9955778426715137,64,2317,2381,0.9731205375892482,0.0004219325830844278,0.6508532295951975,56,0.8721940622737147,8,0.9675036927621861,0
random_only_application_context,random_train_cal_test,0.99,209716,141771,67945,0.6760142287665224,0.3239857712334776,0.9997037475929492,0.9655750975053352,0.997017994564421,42,2339,2381,0.9823603527929441,0.0002962524070507788,0.5893933556221181,41,0.8642288196958725,1,0.9675036927621861,0
random_only_application_context,random_train_cal_test,0.999,209716,141748,67968,0.6759045566385016,0.3240954433614984,0.999760137709174,0.9654690442561206,0.997570237146496,34,2347,2381,0.9857202855942881,0.000239862290825954,0.5893249978249792,33,0.8598841419261405,1,0.9675036927621861,0
random_only_application_context,random_train_cal_test,0.9999,209716,140752,68964,0.6711552766598639,0.32884472334013615,0.9999431624417415,0.965590742996346,0.9992308806979585,8,2373,2381,0.996640067198656,5.6837558258471255e-05,0.5869386892703116,7,0.6383055756698045,1,0.9675036927621861,0
random_only_volume_duration,random_train_cal_test,0.5,209716,209417,299,0.9985742623357302,0.0014257376642697883,0.9854071063953739,0.0,0.9359354261024752,3056,299,3355,0.08912071535022355,0.014592893604626123,0.9985023428081383,2502,1.0,103,0.9987401164306196,451
random_only_volume_duration,random_train_cal_test,0.7,209716,206584,3132,0.985065517175609,0.014934482824391027,0.99033323006622,0.566411238825032,0.9676790997060568,1997,1358,3355,0.404769001490313,0.009666769933780017,0.9935432953429697,1705,0.9750181028240406,52,0.9560344078547224,240
random_only_volume_duration,random_train_cal_test,0.8,209716,205591,4125,0.9803305422571478,0.019669457742852225,0.9924850795997879,0.5612121212121212,0.9731589584129284,1545,1810,3355,0.5394932935916542,0.007514920400212066,0.9909084129805242,1304,0.9713975380159305,51,0.9438917369015553,190
random_only_volume_duration,random_train_cal_test,0.9,209716,203613,6103,0.9708987392473631,0.02910126075263686,0.9940180636796275,0.649844338849746,0.9781280451394324,1218,2137,3355,0.6369597615499255,0.005981936320372472,0.9883232453796343,1039,0.9594496741491673,34,0.9106785993570249,145
random_only_volume_duration,random_train_cal_test,0.95,209716,193079,16637,0.9206689046138588,0.07933109538614125,0.9973585941505808,0.8289956121896976,0.9931180180329218,510,2845,3355,0.8479880774962743,0.002641405849419187,0.9849488559390497,497,0.9134685010861694,8,0.6964115040403163,5
random_only_volume_duration,random_train_cal_test,0.99,209716,192124,17592,0.9161151271243014,0.08388487287569857,0.9978607565946993,0.8326512050932242,0.9962615227034649,411,2944,3355,0.8774962742175857,0.002139243405300695,0.9842279918964939,404,0.8993482983345402,6,0.6790337996350682,1
random_only_volume_duration,random_train_cal_test,0.999,209716,163207,46509,0.7782286520818631,0.2217713479181369,0.9999571096827955,0.9280139327872025,0.9995240147217469,7,3348,3355,0.9979135618479881,4.289031720450254e-05,0.9811270336444649,5,0.8805213613323678,2,0.06286384568598488,0
random_only_volume_duration,random_train_cal_test,0.9999,209716,162330,47386,0.7740468061568979,0.22595319384310208,0.9999753588369371,0.9292829105643017,0.9997237099411519,4,3351,3355,0.9988077496274218,2.4641163062888438e-05,0.9773487117662412,2,0.8635047067342505,2,0.05804153271352854,0
random_only_zone_interface,random_train_cal_test,0.5,209716,209716,0,1.0,0.0,0.8544984645902077,,0.6822523146222667,30514,0,30514,0.0,0.14550153540979227,1.0,30497,1.0,17,1.0,0
random_only_zone_interface,random_train_cal_test,0.7,209716,204338,5378,0.9743557954567129,0.025644204543287086,0.876498742279948,0.01859427296392711,0.6947684463524072,25236,5278,30514,0.1729697843612768,0.12350125772005205,0.9672006860637095,25219,0.9637943519188994,17,1.0,0
random_only_zone_interface,random_train_cal_test,0.8,209716,204338,5378,0.9743557954567129,0.025644204543287086,0.876498742279948,0.01859427296392711,0.6947684463524072,25236,5278,30514,0.1729697843612768,0.12350125772005205,0.9672006860637095,25219,0.9637943519188994,17,1.0,0
random_only_zone_interface,random_train_cal_test,0.9,209716,176625,33091,0.8422104178984913,0.15778958210150873,0.9990488322717622,0.08295306881025052,0.665906336970466,168,30346,30514,0.9944943304712591,0.0009511677282377784,0.8114194807293156,151,0.006154960173787111,17,1.0,0
random_only_zone_interface,random_train_cal_test,0.95,209716,166887,42829,0.7957761925651834,0.2042238074348166,1.0,0.2875388171565995,1.0,0,30514,30514,1.0,0.0,0.7574292496799612,0,0.0,0,0.9775610391867234,0
random_only_zone_interface,random_train_cal_test,0.99,209716,166887,42829,0.7957761925651834,0.2042238074348166,1.0,0.2875388171565995,1.0,0,30514,30514,1.0,0.0,0.7574292496799612,0,0.0,0,0.9775610391867234,0
random_only_zone_interface,random_train_cal_test,0.999,209716,166885,42831,0.795766655858399,0.204233344141601,1.0,0.2875720856389064,1.0,0,30514,30514,1.0,0.0,0.7574168209895723,0,0.0,0,0.9775610391867234,0
random_only_zone_interface,random_train_cal_test,0.9999,209716,166874,42842,0.7957142039710847,0.20428579602891528,1.0,0.2877550067690584,1.0,0,30514,30514,1.0,0.0,0.7573484631924334,0,0.0,0,0.9775610391867234,0
temporal_core_all,temporal_train_cal_test,0.5,209716,209716,0,1.0,0.0,0.9999666215262546,,0.9995327927053209,7,0,7,0.0,3.337847374540459e-05,1.0,5,1.0,2,1.0,0
temporal_core_all,temporal_train_cal_test,0.7,209716,209716,0,1.0,0.0,0.9999666215262546,,0.9995327927053209,7,0,7,0.0,3.337847374540459e-05,1.0,5,1.0,2,1.0,0
temporal_core_all,temporal_train_cal_test,0.8,209716,209716,0,1.0,0.0,0.9999666215262546,,0.9995327927053209,7,0,7,0.0,3.337847374540459e-05,1.0,5,1.0,2,1.0,0
temporal_core_all,temporal_train_cal_test,0.9,209716,209715,1,0.9999952316466078,4.768353392248237e-06,0.9999666213670935,1.0,0.9995326114436948,7,0,7,0.0,3.337863290653331e-05,1.0,5,0.9996056782334385,2,1.0,0
temporal_core_all,temporal_train_cal_test,0.95,209716,209715,1,0.9999952316466078,4.768353392248237e-06,0.9999666213670935,1.0,0.9995326114436948,7,0,7,0.0,3.337863290653331e-05,1.0,5,0.9996056782334385,2,1.0,0
temporal_core_all,temporal_train_cal_test,0.99,209716,209713,3,0.9999856949398234,1.4305060176633688e-05,0.9999713894703715,0.6666666666666666,0.9995993034469938,6,1,7,0.14285714285714285,2.861052962854771e-05,0.9999936253354668,5,0.999211356466877,1,1.0,0
temporal_core_all,temporal_train_cal_test,0.999,209716,209711,5,0.999976158233039,2.384176696101914e-05,0.9999761576645956,0.6,0.9996658917117963,5,2,7,0.2857142857142857,2.38423354044226e-05,0.9999936253354668,5,0.998422712933754,0,1.0,0
temporal_core_all,temporal_train_cal_test,0.9999,209716,209698,18,0.9999141696389403,8.583036105969111e-05,0.9999809249492126,0.8333333333333334,0.9997323493709726,4,3,7,0.42857142857142855,1.907505078735383e-05,0.9999298786901339,4,0.9972397476340694,0,1.0,0
temporal_without_volume_duration,temporal_train_cal_test,0.5,209716,209716,0,1.0,0.0,0.9992895153445612,,0.9900474414217625,149,0,149,0.0,0.00071048465543877,1.0,74,1.0,75,1.0,0
temporal_without_volume_duration,temporal_train_cal_test,0.7,209716,209695,21,0.9998998645787637,0.0001001354212363248,0.9993132883473617,0.7619047619047619,0.9903420478028065,144,5,149,0.03355704697986577,0.0006867116526383388,0.9999171293610674,69,0.9968454258675079,75,1.0,0
temporal_without_volume_duration,temporal_train_cal_test,0.8,209716,209681,35,0.9998331076312728,0.000166892368727245,0.99933708824357,0.7142857142857143,0.9906682894570608,139,10,149,0.06711409395973154,0.0006629117564299625,0.9998342587221347,65,0.9964511041009464,74,1.0,0
temporal_without_volume_duration,temporal_train_cal_test,0.9,209716,209645,71,0.9996614469091534,0.0003385530908466272,0.9993560542822391,0.8028169014084507,0.9909261768782738,135,14,149,0.09395973154362416,0.0006439457177609409,0.9996175201280033,62,0.9956624605678234,73,1.0,0
temporal_without_volume_duration,temporal_train_cal_test,0.95,209716,209600,116,0.9994468710065041,0.0005531289934959105,0.9994608778625954,0.6896551724137931,0.9923720692588449,113,36,149,0.24161073825503357,0.0005391221374045907,0.9994326548565382,56,0.9893533123028391,57,1.0,0
temporal_without_volume_duration,temporal_train_cal_test,0.99,209716,209439,277,0.9986791661103588,0.0013208338896412153,0.9997612670037577,0.6425992779783394,0.9965811606986628,50,99,149,0.6644295302013423,0.00023873299624233013,0.998674069777078,34,0.9727917981072555,16,1.0,0
temporal_without_volume_duration,temporal_train_cal_test,0.999,209716,209043,673,0.9967908981670449,0.0032091018329550858,0.9998182192180556,0.8350668647845468,0.997389125533923,38,111,149,0.7449664429530202,0.00018178078194441838,0.9962134492672323,26,0.9688485804416404,12,1.0,0
temporal_without_volume_duration,temporal_train_cal_test,0.9999,209716,208362,1354,0.9935436495069523,0.006456350493047713,0.9998944145285609,0.9062038404726735,0.9984792261644851,22,127,149,0.8523489932885906,0.00010558547143912911,0.9919934213462016,22,0.9613564668769716,0,1.0,0
temporal_transport_volume_only,temporal_train_cal_test,0.5,209716,209695,21,0.9998998645787637,0.0001001354212363248,0.9944729249624454,0.38095238095238093,0.9780057514675112,1159,13,1172,0.011092150170648464,0.005527075037554563,0.9999298786901339,901,1.0,27,0.9998012284084359,231
temporal_transport_volume_only,temporal_train_cal_test,0.7,209716,208911,805,0.9961614755192737,0.003838524480726302,0.9962280588384528,0.5229813664596273,0.984529537353657,788,384,1172,0.32764505119453924,0.003771941161547221,0.996755295752561,634,0.9952681388012619,22,0.9943548867995786,132
temporal_transport_volume_only,temporal_train_cal_test,0.8,209716,208518,1198,0.9942875126361365,0.005712487363863539,0.9968396013773392,0.5717863105175293,0.9877916267997228,659,513,1172,0.4377133105802048,0.0031603986226608205,0.9952827482453735,543,0.9944794952681388,21,0.9911745413345525,95
temporal_transport_volume_only,temporal_train_cal_test,0.9,209716,208032,1684,0.9919700928875241,0.008029907112475865,0.9973609829257037,0.6300475059382423,0.9913962336291648,549,623,1172,0.5315699658703071,0.002639017074296257,0.9939313193643184,469,0.9905362776025236,13,0.9859269713172594,67
temporal_transport_volume_only,temporal_train_cal_test,0.95,209716,207190,2526,0.9879551393312861,0.012044860668713908,0.9983203822578309,0.6737925574030087,0.9943271043561364,348,824,1172,0.7030716723549488,0.0016796177421690706,0.9918149307392699,294,0.985410094637224,9,0.9760480232165218,45
temporal_transport_volume_only,temporal_train_cal_test,0.99,209716,202774,6942,0.9668980907513017,0.03310190924869827,0.9989150482803515,0.8628637280322674,0.9957122316847844,220,952,1172,0.8122866894197952,0.0010849517196485081,0.9874164122113074,175,0.9818611987381703,6,0.9021646226321334,39
temporal_transport_volume_only,temporal_train_cal_test,0.999,209716,186095,23621,0.8873667245226878,0.11263327547731217,0.9998065504177973,0.9519072012192541,0.9992337002696959,36,1136,1172,0.9692832764505119,0.00019344958220268715,0.9807995104257639,30,0.9357255520504731,5,0.5935916038879724,1
temporal_transport_volume_only,temporal_train_cal_test,0.9999,209716,155759,53957,0.7427139560167083,0.2572860439832917,0.9999678991262142,0.9783716663268899,0.999557261831925,5,1167,1172,0.9957337883959044,3.210087378580084e-05,0.9710462736898471,3,0.8978706624605678,1,0.02291836450734461,1
context_application_category_heldout,in_domain_calibration_context_holdout_test,0.5,197261,197261,0,1.0,0.0,0.9712867723472962,,0.6725480129323816,5664,0,5664,0.0,0.028713227652703788,1.0,2423,1.0,3241,1.0,0
context_application_category_heldout,in_domain_calibration_context_holdout_test,0.7,197261,197234,27,0.9998631255037742,0.00013687449622579173,0.9713132624192583,0.7777777777777778,0.6712361584405757,5658,6,5664,0.001059322033898305,0.028686737580741695,0.9999517710733615,2423,0.9946059334731795,3235,1.0,0
context_application_category_heldout,in_domain_calibration_context_holdout_test,0.8,197261,197214,47,0.9997617369880514,0.0002382630119486251,0.9713103532203596,0.8723404255319149,0.6712356190884293,5658,6,5664,0.001059322033898305,0.028689646779640365,0.9998445956808317,2423,0.9946059334731795,3235,1.0,0
context_application_category_heldout,in_domain_calibration_context_holdout_test,0.9,197261,196560,701,0.996446332523915,0.0035536674760849873,0.9742368742368742,0.14407988587731813,0.6713612304035369,5064,600,5664,0.1059322033898305,0.025763125763125783,0.9964042655806227,1829,0.9910098891219659,3235,1.0,0
context_application_category_heldout,in_domain_calibration_context_holdout_test,0.95,197261,195323,1938,0.9901754528264584,0.009824547173541642,0.9740737137971462,0.6904024767801857,0.671331059985714,5064,600,5664,0.1059322033898305,0.025926286202853754,0.9897754675526499,1829,0.9910098891219659,3235,1.0,0
context_application_category_heldout,in_domain_calibration_context_holdout_test,0.99,197261,195127,2134,0.9891818453723746,0.010818154627625365,0.9749906471170059,0.6326148078725399,0.671831551834107,4880,784,5664,0.1384180790960452,0.025009352882994107,0.9887251487058571,1645,0.9910098891219659,3235,1.0,0
context_application_category_heldout,in_domain_calibration_context_holdout_test,0.999,197261,162304,34957,0.822788082793862,0.17721191720613805,0.9797109128548895,0.9321738135423521,0.675942909896969,3293,2371,5664,0.4186087570621469,0.020289087145110463,0.8176785809978029,519,0.851063829787234,2774,0.940251572327044,0
context_application_category_heldout,in_domain_calibration_context_holdout_test,0.9999,197261,150753,46508,0.7642311455381449,0.23576885446185514,0.9998540659224029,0.878687537627935,0.9475937391432391,22,5642,5664,0.9961158192090396,0.00014593407759710963,0.7763303145597771,3,0.023374288282888823,19,0.7935466229149576,0
context_destination_service_heldout,in_domain_calibration_context_holdout_test,0.5,545807,545807,0,1.0,0.0,0.9929517210295947,,0.7991318648606418,3847,0,3847,0.0,0.007048278970405275,1.0,2747,1.0,1100,1.0,0
context_destination_service_heldout,in_domain_calibration_context_holdout_test,0.7,545807,545137,670,0.9987724598621858,0.0012275401378142314,0.9937428573000915,0.3492537313432836,0.8083219066400323,3411,436,3847,0.1133350662854172,0.006257142699908513,0.9992354820128816,2605,0.8723849372384938,806,1.0,0
context_destination_service_heldout,in_domain_calibration_context_holdout_test,0.8,545807,544094,1713,0.9968615279760061,0.0031384720239938657,0.9940635257878234,0.6398131932282545,0.8128501159667262,3230,617,3847,0.16038471536262022,0.005936474212176579,0.9971430067549877,2468,0.8539748953974895,762,1.0,0
context_destination_service_heldout,in_domain_calibration_context_holdout_test,0.9,545807,540043,5764,0.9894394905158783,0.010560509484121683,0.9944282214564396,0.8546148507980569,0.8187669963715876,3009,838,3847,0.21783207694307252,0.005571778543560391,0.9887877677122061,2309,0.8280334728033473,700,1.0,0
context_destination_service_heldout,in_domain_calibration_context_holdout_test,0.95,545807,537809,7998,0.9853464686235245,0.014653531376475515,0.9951283820092264,0.8465866466616654,0.8304071042428608,2620,1227,3847,0.31894983103717184,0.0048716179907736246,0.984875111274022,2286,0.6748953974895398,334,1.0,0
context_destination_service_heldout,in_domain_calibration_context_holdout_test,0.99,545807,524620,21187,0.9611822494031773,0.03881775059682269,0.995678777019557,0.9254259687544248,0.8423619650676138,2267,1580,3847,0.41070964387834674,0.004321222980443018,0.9579473215688328,2263,0.5355648535564853,4,1.0,0
context_destination_service_heldout,in_domain_calibration_context_holdout_test,0.999,545807,506720,39087,0.9283867740794823,0.07161322592051766,0.9955498105462582,0.9592703456392151,0.8391114502424527,2255,1592,3847,0.41382895762932154,0.00445018945374176,0.920571817562968,2252,0.5121338912133891,3,1.0,0
context_destination_service_heldout,in_domain_calibration_context_holdout_test,0.9999,545807,497662,48145,0.911791164276017,0.08820883572398297,0.9954808685412991,0.9668085990237824,0.8349784468042131,2249,1598,3847,0.41538861450480896,0.004519131458700865,0.9017311619626119,2247,0.48577405857740585,2,1.0,0
context_rule_heldout_diagnostic,in_domain_calibration_context_holdout_test,0.5,669623,669617,6,0.9999910397342983,8.960265701740688e-06,0.9958185052052143,0.0,0.9425232372273683,2800,6,2806,0.0021382751247327157,0.0041814947947856895,0.9999895304585136,1068,1.0,334,1.0,1398
context_rule_heldout_diagnostic,in_domain_calibration_context_holdout_test,0.7,669623,668893,730,0.998909834339621,0.0010901656603790055,0.9963775970147691,0.47534246575342465,0.9550731974189738,2423,383,2806,0.13649322879543835,0.003622402985230866,0.9991292831330452,734,0.9815189873417721,291,0.9982934047655052,1398
